model,target,fold,is_actual,train_start,train_end,test_start,test_end,n_train,n_test,n_days,observed_sum,counterfactual_sum,cumulative_gap_observed_minus_predicted,cumulative_throughput_loss,mean_daily_throughput_loss
seasonal_naive_7d,hormuz_tanker_transits,actual,True,2022-01-01,2026-02-27,2026-02-28,2026-07-07,1519,130,130,529.0,7653.0,-7124.0,7124.0,54.8
seasonal_naive_7d,hormuz_tanker_transits,placebo_01,False,2022-01-01,2022-12-31,2023-01-01,2023-05-10,365,130,130,7646.0,5790.0,1856.0,-1856.0,-14.276923076923078
seasonal_naive_7d,hormuz_tanker_transits,placebo_02,False,2022-01-01,2023-01-30,2023-01-31,2023-06-09,395,130,130,8009.0,7547.0,462.0,-462.0,-3.5538461538461537
seasonal_naive_7d,hormuz_tanker_transits,placebo_03,False,2022-01-01,2023-03-01,2023-03-02,2023-07-09,425,130,130,8109.0,8542.0,-433.0,433.0,3.330769230769231
seasonal_naive_7d,hormuz_tanker_transits,placebo_04,False,2022-01-01,2023-03-31,2023-04-01,2023-08-08,455,130,130,8271.0,6923.0,1348.0,-1348.0,-10.36923076923077
seasonal_naive_7d,hormuz_tanker_transits,placebo_05,False,2022-01-01,2023-04-30,2023-05-01,2023-09-07,485,130,130,8284.0,7946.0,338.0,-338.0,-2.6
seasonal_naive_7d,hormuz_tanker_transits,placebo_06,False,2022-01-01,2023-05-30,2023-05-31,2023-10-07,515,130,130,8283.0,8235.0,48.0,-48.0,-0.36923076923076925
seasonal_naive_7d,hormuz_tanker_transits,placebo_07,False,2022-01-01,2023-06-29,2023-06-30,2023-11-06,545,130,130,8057.0,8589.0,-532.0,532.0,4.092307692307692
seasonal_naive_7d,hormuz_tanker_transits,placebo_08,False,2022-01-01,2023-07-29,2023-07-30,2023-12-06,575,130,130,7704.0,6542.0,1162.0,-1162.0,-8.938461538461539
seasonal_naive_7d,hormuz_tanker_transits,placebo_09,False,2022-01-01,2023-08-28,2023-08-29,2024-01-05,605,130,130,7134.0,7611.0,-477.0,477.0,3.669230769230769
seasonal_naive_7d,hormuz_tanker_transits,placebo_10,False,2022-01-01,2023-09-27,2023-09-28,2024-02-04,635,130,130,6828.0,7561.0,-733.0,733.0,5.638461538461539
seasonal_naive_7d,hormuz_tanker_transits,placebo_11,False,2022-01-01,2023-10-27,2023-10-28,2024-03-05,665,130,130,6525.0,6678.0,-153.0,153.0,1.176923076923077
seasonal_naive_7d,hormuz_tanker_transits,placebo_12,False,2022-01-01,2023-11-26,2023-11-27,2024-04-04,695,130,130,6890.0,5875.0,1015.0,-1015.0,-7.8076923076923075
seasonal_naive_7d,hormuz_tanker_transits,placebo_13,False,2022-01-01,2023-12-26,2023-12-27,2024-05-04,725,130,130,7419.0,6367.0,1052.0,-1052.0,-8.092307692307692
seasonal_naive_7d,hormuz_tanker_transits,placebo_14,False,2022-01-01,2024-01-25,2024-01-26,2024-06-03,755,130,130,7901.0,6889.0,1012.0,-1012.0,-7.7846153846153845
seasonal_naive_7d,hormuz_tanker_transits,placebo_15,False,2022-01-01,2024-02-24,2024-02-25,2024-07-03,785,130,130,8345.0,5758.0,2587.0,-2587.0,-19.9
seasonal_naive_7d,hormuz_tanker_transits,placebo_16,False,2022-01-01,2024-03-25,2024-03-26,2024-08-02,815,130,130,8691.0,8219.0,472.0,-472.0,-3.6307692307692307
seasonal_naive_7d,hormuz_tanker_transits,placebo_17,False,2022-01-01,2024-04-24,2024-04-25,2024-09-01,845,130,130,8341.0,8922.0,-581.0,581.0,4.469230769230769
seasonal_naive_7d,hormuz_tanker_transits,placebo_18,False,2022-01-01,2024-05-24,2024-05-25,2024-10-01,875,130,130,8048.0,8248.0,-200.0,200.0,1.5384615384615385
seasonal_naive_7d,hormuz_tanker_transits,placebo_19,False,2022-01-01,2024-06-23,2024-06-24,2024-10-31,905,130,130,7631.0,8484.0,-853.0,853.0,6.561538461538461
seasonal_naive_7d,hormuz_tanker_transits,placebo_20,False,2022-01-01,2024-07-23,2024-07-24,2024-11-30,935,130,130,6841.0,7932.0,-1091.0,1091.0,8.392307692307693
seasonal_naive_7d,hormuz_tanker_transits,placebo_21,False,2022-01-01,2024-08-22,2024-08-23,2024-12-30,965,130,130,6261.0,5736.0,525.0,-525.0,-4.038461538461538
seasonal_naive_7d,hormuz_tanker_transits,placebo_22,False,2022-01-01,2024-09-21,2024-09-22,2025-01-29,995,130,130,5834.0,7090.0,-1256.0,1256.0,9.661538461538461
seasonal_naive_7d,hormuz_tanker_transits,placebo_23,False,2022-01-01,2024-10-21,2024-10-22,2025-02-28,1025,130,130,5739.0,7282.0,-1543.0,1543.0,11.86923076923077
seasonal_naive_7d,hormuz_tanker_transits,placebo_24,False,2022-01-01,2024-11-20,2024-11-21,2025-03-30,1055,130,130,5971.0,5228.0,743.0,-743.0,-5.7153846153846155
seasonal_naive_7d,hormuz_tanker_transits,placebo_25,False,2022-01-01,2024-12-20,2024-12-21,2025-04-29,1085,130,130,6664.0,5184.0,1480.0,-1480.0,-11.384615384615385
seasonal_naive_7d,hormuz_tanker_transits,placebo_26,False,2022-01-01,2025-01-19,2025-01-20,2025-05-29,1115,130,130,7274.0,5859.0,1415.0,-1415.0,-10.884615384615385
seasonal_naive_7d,hormuz_tanker_transits,placebo_27,False,2022-01-01,2025-02-18,2025-02-19,2025-06-28,1145,130,130,7455.0,6815.0,640.0,-640.0,-4.923076923076923
seasonal_naive_7d,hormuz_tanker_transits,placebo_28,False,2022-01-01,2025-03-20,2025-03-21,2025-07-28,1175,130,130,7676.0,7202.0,474.0,-474.0,-3.646153846153846
seasonal_naive_7d,hormuz_tanker_transits,placebo_29,False,2022-01-01,2025-04-19,2025-04-20,2025-08-27,1205,130,130,7499.0,6083.0,1416.0,-1416.0,-10.892307692307693
seasonal_naive_7d,hormuz_tanker_transits,placebo_30,False,2022-01-01,2025-05-19,2025-05-20,2025-09-26,1235,130,130,7193.0,8264.0,-1071.0,1071.0,8.238461538461538
seasonal_naive_7d,hormuz_tanker_transits,placebo_31,False,2022-01-01,2025-06-18,2025-06-19,2025-10-26,1265,130,130,6857.0,7003.0,-146.0,146.0,1.123076923076923
seasonal_naive_7d,hormuz_tanker_transits,placebo_32,False,2022-01-01,2025-07-18,2025-07-19,2025-11-25,1295,130,130,6582.0,8190.0,-1608.0,1608.0,12.36923076923077
seasonal_naive_7d,hormuz_tanker_transits,placebo_33,False,2022-01-01,2025-08-17,2025-08-18,2025-12-25,1325,130,130,5968.0,6841.0,-873.0,873.0,6.7153846153846155
seasonal_naive_7d,hormuz_tanker_transits,placebo_34,False,2022-01-01,2025-09-16,2025-09-17,2026-01-24,1355,130,130,5455.0,5466.0,-11.0,11.0,0.08461538461538462
seasonal_naive_7d,hormuz_tanker_transits,placebo_35,False,2022-01-01,2025-10-16,2025-10-17,2026-02-23,1385,130,130,5415.0,4971.0,444.0,-444.0,-3.4153846153846152
ar_lag1_7,hormuz_tanker_transits,actual,True,2022-01-01,2026-02-27,2026-02-28,2026-07-07,1519,130,130,529.0,7397.996006081119,-6868.996006081119,6868.996006081119,52.83843081600861
ar_lag1_7,hormuz_tanker_transits,placebo_01,False,2022-01-01,2022-12-31,2023-01-01,2023-05-10,365,130,130,7646.0,8268.105218869856,-622.1052188698555,622.1052188698555,4.78542476053735
ar_lag1_7,hormuz_tanker_transits,placebo_02,False,2022-01-01,2023-01-30,2023-01-31,2023-06-09,395,130,130,8009.0,8189.941538894593,-180.94153889459193,180.94153889459193,1.391857991496861
ar_lag1_7,hormuz_tanker_transits,placebo_03,False,2022-01-01,2023-03-01,2023-03-02,2023-07-09,425,130,130,8109.0,8174.305698564883,-65.30569856488282,65.30569856488282,0.5023515274221755
ar_lag1_7,hormuz_tanker_transits,placebo_04,False,2022-01-01,2023-03-31,2023-04-01,2023-08-08,455,130,130,8271.0,8130.243287683878,140.75671231612216,-140.75671231612216,-1.0827439408932473
ar_lag1_7,hormuz_tanker_transits,placebo_05,False,2022-01-01,2023-04-30,2023-05-01,2023-09-07,485,130,130,8284.0,8127.879794368715,156.12020563128553,-156.12020563128553,-1.2009246587021964
ar_lag1_7,hormuz_tanker_transits,placebo_06,False,2022-01-01,2023-05-30,2023-05-31,2023-10-07,515,130,130,8283.0,8161.8960745350705,121.1039254649302,-121.1039254649302,-0.93156865742254
ar_lag1_7,hormuz_tanker_transits,placebo_07,False,2022-01-01,2023-06-29,2023-06-30,2023-11-06,545,130,130,8057.0,8167.833956127959,-110.83395612795817,110.83395612795817,0.8525688932919859
ar_lag1_7,hormuz_tanker_transits,placebo_08,False,2022-01-01,2023-07-29,2023-07-30,2023-12-06,575,130,130,7704.0,8107.260312043827,-403.26031204382684,403.26031204382684,3.1020024003371294
ar_lag1_7,hormuz_tanker_transits,placebo_09,False,2022-01-01,2023-08-28,2023-08-29,2024-01-05,605,130,130,7134.0,8178.679545998231,-1044.6795459982309,1044.6795459982309,8.0359965076787
ar_lag1_7,hormuz_tanker_transits,placebo_10,False,2022-01-01,2023-09-27,2023-09-28,2024-02-04,635,130,130,6828.0,8179.747229697952,-1351.7472296979527,1351.7472296979527,10.398055613061175
ar_lag1_7,hormuz_tanker_transits,placebo_11,False,2022-01-01,2023-10-27,2023-10-28,2024-03-05,665,130,130,6525.0,8130.601094359154,-1605.6010943591527,1605.6010943591527,12.35077764891656
ar_lag1_7,hormuz_tanker_transits,placebo_12,False,2022-01-01,2023-11-26,2023-11-27,2024-04-04,695,130,130,6890.0,8059.547566906389,-1169.547566906389,1169.547566906389,8.996519745433762
ar_lag1_7,hormuz_tanker_transits,placebo_13,False,2022-01-01,2023-12-26,2023-12-27,2024-05-04,725,130,130,7419.0,7973.931963790601,-554.9319637906007,554.9319637906007,4.268707413773852
ar_lag1_7,hormuz_tanker_transits,placebo_14,False,2022-01-01,2024-01-25,2024-01-26,2024-06-03,755,130,130,7901.0,7932.286621111334,-31.286621111334057,31.286621111334057,0.24066631624103121
ar_lag1_7,hormuz_tanker_transits,placebo_15,False,2022-01-01,2024-02-24,2024-02-25,2024-07-03,785,130,130,8345.0,7865.394825244828,479.605174755172,-479.605174755172,-3.6892705750397847
ar_lag1_7,hormuz_tanker_transits,placebo_16,False,2022-01-01,2024-03-25,2024-03-26,2024-08-02,815,130,130,8691.0,7900.856335627872,790.1436643721288,-790.1436643721288,-6.078028187477914
ar_lag1_7,hormuz_tanker_transits,placebo_17,False,2022-01-01,2024-04-24,2024-04-25,2024-09-01,845,130,130,8341.0,7937.715692210767,403.28430778923314,-403.28430778923314,-3.102186982994101
ar_lag1_7,hormuz_tanker_transits,placebo_18,False,2022-01-01,2024-05-24,2024-05-25,2024-10-01,875,130,130,8048.0,7944.658545273187,103.34145472681382,-103.34145472681382,-0.7949342671293371
ar_lag1_7,hormuz_tanker_transits,placebo_19,False,2022-01-01,2024-06-23,2024-06-24,2024-10-31,905,130,130,7631.0,7969.884597792416,-338.88459779241606,338.88459779241606,2.6068045984032007
ar_lag1_7,hormuz_tanker_transits,placebo_20,False,2022-01-01,2024-07-23,2024-07-24,2024-11-30,935,130,130,6841.0,7989.170998130754,-1148.170998130754,1148.170998130754,8.8320846010058
ar_lag1_7,hormuz_tanker_transits,placebo_21,False,2022-01-01,2024-08-22,2024-08-23,2024-12-30,965,130,130,6261.0,7931.1713462011485,-1670.1713462011492,1670.1713462011492,12.847471893854994
ar_lag1_7,hormuz_tanker_transits,placebo_22,False,2022-01-01,2024-09-21,2024-09-22,2025-01-29,995,130,130,5834.0,7958.328506304176,-2124.3285063041762,2124.3285063041762,16.340988510032126
ar_lag1_7,hormuz_tanker_transits,placebo_23,False,2022-01-01,2024-10-21,2024-10-22,2025-02-28,1025,130,130,5739.0,7916.718648729242,-2177.7186487292424,2177.7186487292424,16.751681913301866
ar_lag1_7,hormuz_tanker_transits,placebo_24,False,2022-01-01,2024-11-20,2024-11-21,2025-03-30,1055,130,130,5971.0,7814.947274662434,-1843.9472746624347,1843.9472746624347,14.184209805095652
ar_lag1_7,hormuz_tanker_transits,placebo_25,False,2022-01-01,2024-12-20,2024-12-21,2025-04-29,1085,130,130,6664.0,7731.372246393652,-1067.3722463936524,1067.3722463936524,8.210555741489634
ar_lag1_7,hormuz_tanker_transits,placebo_26,False,2022-01-01,2025-01-19,2025-01-20,2025-05-29,1115,130,130,7274.0,7655.527876251596,-381.52787625159624,381.52787625159624,2.934829817319971
ar_lag1_7,hormuz_tanker_transits,placebo_27,False,2022-01-01,2025-02-18,2025-02-19,2025-06-28,1145,130,130,7455.0,7642.453752112054,-187.45375211205376,187.45375211205376,1.4419519393234905
ar_lag1_7,hormuz_tanker_transits,placebo_28,False,2022-01-01,2025-03-20,2025-03-21,2025-07-28,1175,130,130,7676.0,7670.291567182744,5.708432817255584,-5.708432817255584,-0.0439110216711968
ar_lag1_7,hormuz_tanker_transits,placebo_29,False,2022-01-01,2025-04-19,2025-04-20,2025-08-27,1205,130,130,7499.0,7597.005619812162,-98.00561981216134,98.00561981216134,0.7538893831704718
ar_lag1_7,hormuz_tanker_transits,placebo_30,False,2022-01-01,2025-05-19,2025-05-20,2025-09-26,1235,130,130,7193.0,7685.657185302872,-492.65718530287154,492.65718530287154,3.789670656175935
ar_lag1_7,hormuz_tanker_transits,placebo_31,False,2022-01-01,2025-06-18,2025-06-19,2025-10-26,1265,130,130,6857.0,7678.3716150003675,-821.3716150003668,821.3716150003668,6.318243192310514
ar_lag1_7,hormuz_tanker_transits,placebo_32,False,2022-01-01,2025-07-18,2025-07-19,2025-11-25,1295,130,130,6582.0,7684.320143441804,-1102.3201434418036,1102.3201434418036,8.479385718783105
ar_lag1_7,hormuz_tanker_transits,placebo_33,False,2022-01-01,2025-08-17,2025-08-18,2025-12-25,1325,130,130,5968.0,7618.2468578800335,-1650.2468578800338,1650.2468578800338,12.694206599077182
ar_lag1_7,hormuz_tanker_transits,placebo_34,False,2022-01-01,2025-09-16,2025-09-17,2026-01-24,1355,130,130,5455.0,7579.283046280982,-2124.2830462809816,2124.2830462809816,16.34063881754601
ar_lag1_7,hormuz_tanker_transits,placebo_35,False,2022-01-01,2025-10-16,2025-10-17,2026-02-23,1385,130,130,5415.0,7525.027324583769,-2110.027324583769,2110.027324583769,16.230979419875144
arx_lag1_7_route,hormuz_tanker_transits,actual,True,2022-01-01,2026-02-27,2026-02-28,2026-07-07,1519,130,130,529.0,7585.418558416068,-7056.418558416068,7056.418558416068,54.280142757046676
arx_lag1_7_route,hormuz_tanker_transits,placebo_01,False,2022-01-01,2022-12-31,2023-01-01,2023-05-10,365,130,130,7646.0,8286.55266020343,-640.5526602034304,640.5526602034304,4.927328155411003
arx_lag1_7_route,hormuz_tanker_transits,placebo_02,False,2022-01-01,2023-01-30,2023-01-31,2023-06-09,395,130,130,8009.0,8198.31379659287,-189.31379659287148,189.31379659287148,1.456259973791319
arx_lag1_7_route,hormuz_tanker_transits,placebo_03,False,2022-01-01,2023-03-01,2023-03-02,2023-07-09,425,130,130,8109.0,8173.228325308491,-64.22832530849094,64.22832530849094,0.4940640408345457
arx_lag1_7_route,hormuz_tanker_transits,placebo_04,False,2022-01-01,2023-03-31,2023-04-01,2023-08-08,455,130,130,8271.0,8129.169416681879,141.83058331812168,-141.83058331812168,-1.0910044870624744
arx_lag1_7_route,hormuz_tanker_transits,placebo_05,False,2022-01-01,2023-04-30,2023-05-01,2023-09-07,485,130,130,8284.0,8120.085319827773,163.9146801722269,-163.9146801722269,-1.2608821551709761
arx_lag1_7_route,hormuz_tanker_transits,placebo_06,False,2022-01-01,2023-05-30,2023-05-31,2023-10-07,515,130,130,8283.0,8155.15565640991,127.8443435900898,-127.8443435900898,-0.9834180276160754
arx_lag1_7_route,hormuz_tanker_transits,placebo_07,False,2022-01-01,2023-06-29,2023-06-30,2023-11-06,545,130,130,8057.0,8155.6119094399055,-98.61190943990457,98.61190943990457,0.7585531495377275
arx_lag1_7_route,hormuz_tanker_transits,placebo_08,False,2022-01-01,2023-07-29,2023-07-30,2023-12-06,575,130,130,7704.0,8070.165397272252,-366.1653972722521,366.1653972722521,2.816656902094247
arx_lag1_7_route,hormuz_tanker_transits,placebo_09,False,2022-01-01,2023-08-28,2023-08-29,2024-01-05,605,130,130,7134.0,8099.448572920288,-965.4485729202886,965.4485729202886,7.42652748400222
arx_lag1_7_route,hormuz_tanker_transits,placebo_10,False,2022-01-01,2023-09-27,2023-09-28,2024-02-04,635,130,130,6828.0,8010.400424638639,-1182.4004246386394,1182.4004246386394,9.095387881835688
arx_lag1_7_route,hormuz_tanker_transits,placebo_11,False,2022-01-01,2023-10-27,2023-10-28,2024-03-05,665,130,130,6525.0,7886.214901836401,-1361.2149018364007,1361.2149018364007,10.470883860280006
arx_lag1_7_route,hormuz_tanker_transits,placebo_12,False,2022-01-01,2023-11-26,2023-11-27,2024-04-04,695,130,130,6890.0,7697.7178298533445,-807.7178298533449,807.7178298533449,6.213214075794961
arx_lag1_7_route,hormuz_tanker_transits,placebo_13,False,2022-01-01,2023-12-26,2023-12-27,2024-05-04,725,130,130,7419.0,7523.24106571942,-104.24106571941854,104.24106571941854,0.8018543516878349
arx_lag1_7_route,hormuz_tanker_transits,placebo_14,False,2022-01-01,2024-01-25,2024-01-26,2024-06-03,755,130,130,7901.0,7528.625711231578,372.37428876842216,-372.37428876842216,-2.8644176059109396
