donor_slug,weight,unit,value_col
taiwan_strait,0.15562949137819093,balabac_strait,n_tanker
torres_strait,0.0,balabac_strait,n_tanker
tsugaru_strait,0.0,balabac_strait,n_tanker
windward_passage,0.029811898900618777,balabac_strait,n_tanker
yucatan_channel,0.0,balabac_strait,n_tanker
balabac_strait,0.0,bering_strait,n_tanker
bohai_strait,0.0,bering_strait,n_tanker
bosporus_strait,0.07221787126505089,bering_strait,n_tanker
dover_strait,0.0,bering_strait,n_tanker
kerch_strait,0.0,bering_strait,n_tanker
korea_strait,0.0,bering_strait,n_tanker
lombok_strait,0.24124164206036872,bering_strait,n_tanker
luzon_strait,0.0,bering_strait,n_tanker
magellan_strait,0.0,bering_strait,n_tanker
makassar_strait,0.0,bering_strait,n_tanker
malacca_strait,0.0,bering_strait,n_tanker
mindoro_strait,0.0,bering_strait,n_tanker
mona_passage,0.0,bering_strait,n_tanker
ombai_strait,0.0,bering_strait,n_tanker
oresund_strait,0.0,bering_strait,n_tanker
sunda_strait,0.19011588257237053,bering_strait,n_tanker
taiwan_strait,0.0,bering_strait,n_tanker
torres_strait,0.0,bering_strait,n_tanker
tsugaru_strait,0.19318311828251145,bering_strait,n_tanker
windward_passage,0.11253395455563718,bering_strait,n_tanker
yucatan_channel,0.1907075312640612,bering_strait,n_tanker
balabac_strait,0.005533405566433096,bohai_strait,n_tanker
bering_strait,0.0,bohai_strait,n_tanker
bosporus_strait,0.026184600308664752,bohai_strait,n_tanker
dover_strait,0.12333071260712561,bohai_strait,n_tanker
kerch_strait,0.017471032658190506,bohai_strait,n_tanker
korea_strait,0.202264742043314,bohai_strait,n_tanker
lombok_strait,0.014423427096245337,bohai_strait,n_tanker
luzon_strait,0.014990029754696417,bohai_strait,n_tanker
magellan_strait,0.0,bohai_strait,n_tanker
makassar_strait,0.04196725899591462,bohai_strait,n_tanker
malacca_strait,0.34327057842023534,bohai_strait,n_tanker
mindoro_strait,0.02844150718458739,bohai_strait,n_tanker
mona_passage,0.0,bohai_strait,n_tanker
ombai_strait,0.014657019091752448,bohai_strait,n_tanker
oresund_strait,0.04856352185808242,bohai_strait,n_tanker
sunda_strait,0.04253092303516335,bohai_strait,n_tanker
taiwan_strait,0.02220901890613561,bohai_strait,n_tanker
torres_strait,0.0,bohai_strait,n_tanker
tsugaru_strait,0.031872397050889636,bohai_strait,n_tanker
windward_passage,0.0,bohai_strait,n_tanker
yucatan_channel,0.022289825422569423,bohai_strait,n_tanker
balabac_strait,0.00836730982124927,bosporus_strait,n_tanker
bering_strait,0.004712639476518043,bosporus_strait,n_tanker
bohai_strait,0.023115148308699533,bosporus_strait,n_tanker
dover_strait,0.2070348310547984,bosporus_strait,n_tanker
kerch_strait,0.0,bosporus_strait,n_tanker
korea_strait,0.1706567728639179,bosporus_strait,n_tanker
lombok_strait,0.049519511809567617,bosporus_strait,n_tanker
luzon_strait,0.0508732000443692,bosporus_strait,n_tanker
magellan_strait,0.0,bosporus_strait,n_tanker
makassar_strait,0.006228235279331647,bosporus_strait,n_tanker
malacca_strait,0.29893472567886326,bosporus_strait,n_tanker
mindoro_strait,0.0,bosporus_strait,n_tanker
mona_passage,0.0010553487843013218,bosporus_strait,n_tanker
ombai_strait,0.0,bosporus_strait,n_tanker
oresund_strait,0.04016411513267228,bosporus_strait,n_tanker
sunda_strait,0.04781819651215665,bosporus_strait,n_tanker
taiwan_strait,0.019205750417699823,bosporus_strait,n_tanker
torres_strait,0.009261146834203903,bosporus_strait,n_tanker
tsugaru_strait,0.0,bosporus_strait,n_tanker
windward_passage,0.0,bosporus_strait,n_tanker
yucatan_channel,0.0630530679816511,bosporus_strait,n_tanker
balabac_strait,0.008901255040240485,dover_strait,n_tanker
bering_strait,0.0,dover_strait,n_tanker
bohai_strait,0.05359630675691494,dover_strait,n_tanker
bosporus_strait,0.09818775872971001,dover_strait,n_tanker
kerch_strait,0.0,dover_strait,n_tanker
korea_strait,0.07180736017333916,dover_strait,n_tanker
lombok_strait,0.02886533811671249,dover_strait,n_tanker
luzon_strait,0.02243291132188011,dover_strait,n_tanker
magellan_strait,0.007595096390081288,dover_strait,n_tanker
makassar_strait,0.01849263857927784,dover_strait,n_tanker
malacca_strait,0.3271593773214971,dover_strait,n_tanker
mindoro_strait,0.00829115693578659,dover_strait,n_tanker
mona_passage,0.0027574542401981998,dover_strait,n_tanker
ombai_strait,0.03184599379416102,dover_strait,n_tanker
oresund_strait,0.040092996280865094,dover_strait,n_tanker
sunda_strait,0.06972734067151112,dover_strait,n_tanker
taiwan_strait,0.06814570136409652,dover_strait,n_tanker
torres_strait,0.014378925352790435,dover_strait,n_tanker
tsugaru_strait,0.02956415754494463,dover_strait,n_tanker
windward_passage,0.010308374703578859,dover_strait,n_tanker
yucatan_channel,0.08784985668241371,dover_strait,n_tanker
balabac_strait,0.05044828241594785,kerch_strait,n_tanker
bering_strait,0.0,kerch_strait,n_tanker
bohai_strait,0.22110379359054935,kerch_strait,n_tanker
bosporus_strait,0.0,kerch_strait,n_tanker
dover_strait,0.0,kerch_strait,n_tanker
korea_strait,0.13527303242656305,kerch_strait,n_tanker
lombok_strait,0.0,kerch_strait,n_tanker
luzon_strait,0.11618414317421329,kerch_strait,n_tanker
magellan_strait,0.0,kerch_strait,n_tanker
makassar_strait,0.08523370886443242,kerch_strait,n_tanker
malacca_strait,0.0,kerch_strait,n_tanker
mindoro_strait,0.0,kerch_strait,n_tanker
mona_passage,0.03017450552499434,kerch_strait,n_tanker
ombai_strait,0.0,kerch_strait,n_tanker
oresund_strait,0.0,kerch_strait,n_tanker
sunda_strait,0.0,kerch_strait,n_tanker
taiwan_strait,0.31958840007712275,kerch_strait,n_tanker
torres_strait,0.030682227939627122,kerch_strait,n_tanker
tsugaru_strait,0.0,kerch_strait,n_tanker
windward_passage,0.011311905986549653,kerch_strait,n_tanker
yucatan_channel,0.0,kerch_strait,n_tanker
balabac_strait,0.01855377629926334,korea_strait,n_tanker
bering_strait,0.0020490661000182155,korea_strait,n_tanker
bohai_strait,0.12189674997191083,korea_strait,n_tanker
bosporus_strait,0.11041577791708426,korea_strait,n_tanker
dover_strait,0.09603155251183446,korea_strait,n_tanker
kerch_strait,0.0096065915894349,korea_strait,n_tanker
lombok_strait,0.0,korea_strait,n_tanker
luzon_strait,0.06276814236417994,korea_strait,n_tanker
magellan_strait,0.008244895151450556,korea_strait,n_tanker
makassar_strait,0.0,korea_strait,n_tanker
malacca_strait,0.26906238190157483,korea_strait,n_tanker
mindoro_strait,0.0,korea_strait,n_tanker
mona_passage,0.015804335595454057,korea_strait,n_tanker
ombai_strait,0.004943923364663637,korea_strait,n_tanker
oresund_strait,0.05157901603993532,korea_strait,n_tanker
sunda_strait,0.0,korea_strait,n_tanker
taiwan_strait,0.11966791288191148,korea_strait,n_tanker
torres_strait,0.0,korea_strait,n_tanker
tsugaru_strait,0.0368944054493665,korea_strait,n_tanker
windward_passage,0.013143037926432474,korea_strait,n_tanker
yucatan_channel,0.05933843493548554,korea_strait,n_tanker
balabac_strait,0.029630027949494212,lombok_strait,n_tanker
bering_strait,0.009792357606759922,lombok_strait,n_tanker
bohai_strait,0.03418036460445155,lombok_strait,n_tanker
bosporus_strait,0.1259602342611138,lombok_strait,n_tanker
dover_strait,0.157727808502824,lombok_strait,n_tanker
kerch_strait,0.0,lombok_strait,n_tanker
korea_strait,0.0,lombok_strait,n_tanker
luzon_strait,0.004629807193028592,lombok_strait,n_tanker
magellan_strait,0.013113432137615979,lombok_strait,n_tanker
makassar_strait,0.013999423458551654,lombok_strait,n_tanker
malacca_strait,0.2769334961807011,lombok_strait,n_tanker
mindoro_strait,0.0,lombok_strait,n_tanker
mona_passage,0.00975481690359169,lombok_strait,n_tanker
ombai_strait,0.008548430519332201,lombok_strait,n_tanker
oresund_strait,0.06581454163947735,lombok_strait,n_tanker
sunda_strait,0.0,lombok_strait,n_tanker
taiwan_strait,0.07218399376500584,lombok_strait,n_tanker
torres_strait,0.002317680361881448,lombok_strait,n_tanker
tsugaru_strait,0.03598652000109175,lombok_strait,n_tanker
windward_passage,0.0026412193905997403,lombok_strait,n_tanker
yucatan_channel,0.13678584552447925,lombok_strait,n_tanker
balabac_strait,0.0498696277242961,luzon_strait,n_tanker
bering_strait,0.0,luzon_strait,n_tanker
bohai_strait,0.027138641618447326,luzon_strait,n_tanker
bosporus_strait,0.0907790521466149,luzon_strait,n_tanker
dover_strait,0.0850216714940669,luzon_strait,n_tanker
kerch_strait,0.014923945975034743,luzon_strait,n_tanker
korea_strait,0.16994508809315773,luzon_strait,n_tanker
lombok_strait,0.0018261487065151282,luzon_strait,n_tanker
magellan_strait,0.0038672461220017377,luzon_strait,n_tanker
makassar_strait,0.015083729760404199,luzon_strait,n_tanker
malacca_strait,0.09003656769507226,luzon_strait,n_tanker
mindoro_strait,0.06584802227295143,luzon_strait,n_tanker
mona_passage,0.0312196241838012,luzon_strait,n_tanker
ombai_strait,0.025396698953351216,luzon_strait,n_tanker
oresund_strait,0.0038321703935295676,luzon_strait,n_tanker
sunda_strait,0.0,luzon_strait,n_tanker
taiwan_strait,0.22433708651309442,luzon_strait,n_tanker
torres_strait,0.004364923826589164,luzon_strait,n_tanker
tsugaru_strait,0.011750653457118084,luzon_strait,n_tanker
windward_passage,0.014778496301445839,luzon_strait,n_tanker
yucatan_channel,0.06998060476250796,luzon_strait,n_tanker
balabac_strait,0.025427891595652626,magellan_strait,n_tanker
bering_strait,0.0,magellan_strait,n_tanker
bohai_strait,0.0,magellan_strait,n_tanker
bosporus_strait,0.0,magellan_strait,n_tanker
dover_strait,0.2494513363558063,magellan_strait,n_tanker
kerch_strait,0.0,magellan_strait,n_tanker
korea_strait,0.20014343334582316,magellan_strait,n_tanker
lombok_strait,0.08824206452673633,magellan_strait,n_tanker
luzon_strait,0.027458387904243268,magellan_strait,n_tanker
makassar_strait,0.0,magellan_strait,n_tanker
malacca_strait,0.20286128871741155,magellan_strait,n_tanker
mindoro_strait,0.03201641708586137,magellan_strait,n_tanker
mona_passage,0.016604282421646976,magellan_strait,n_tanker
ombai_strait,0.0,magellan_strait,n_tanker
oresund_strait,0.0,magellan_strait,n_tanker
sunda_strait,0.09030726914024541,magellan_strait,n_tanker
taiwan_strait,0.0410803663696258,magellan_strait,n_tanker
torres_strait,0.004903095836595645,magellan_strait,n_tanker
tsugaru_strait,0.0,magellan_strait,n_tanker
windward_passage,0.02150416670035156,magellan_strait,n_tanker
yucatan_channel,0.0,magellan_strait,n_tanker
balabac_strait,0.09331926191666706,makassar_strait,n_tanker
bering_strait,0.0,makassar_strait,n_tanker
bohai_strait,0.13076796460395948,makassar_strait,n_tanker
bosporus_strait,0.015945445049499,makassar_strait,n_tanker
dover_strait,0.13117952713831155,makassar_strait,n_tanker
kerch_strait,0.01864115759745899,makassar_strait,n_tanker
korea_strait,0.0,makassar_strait,n_tanker
lombok_strait,0.01879460907794001,makassar_strait,n_tanker
luzon_strait,0.02452168970512484,makassar_strait,n_tanker
magellan_strait,0.0,makassar_strait,n_tanker
malacca_strait,0.3440554191610773,makassar_strait,n_tanker
mindoro_strait,0.03300221611373049,makassar_strait,n_tanker
mona_passage,0.005426676783993868,makassar_strait,n_tanker
ombai_strait,0.009709453253707881,makassar_strait,n_tanker
oresund_strait,0.02389681008622567,makassar_strait,n_tanker
sunda_strait,0.014443738171734175,makassar_strait,n_tanker
taiwan_strait,0.10176562423852503,makassar_strait,n_tanker
torres_strait,0.034530407102044657,makassar_strait,n_tanker
tsugaru_strait,0.0,makassar_strait,n_tanker
windward_passage,0.0,makassar_strait,n_tanker
yucatan_channel,0.0,makassar_strait,n_tanker
balabac_strait,0.0,malacca_strait,n_tanker
bering_strait,0.0010181236114117699,malacca_strait,n_tanker
bohai_strait,0.10094275660244534,malacca_strait,n_tanker
bosporus_strait,0.09660878393043258,malacca_strait,n_tanker
dover_strait,0.22163723548797729,malacca_strait,n_tanker
kerch_strait,0.006174280985849489,malacca_strait,n_tanker
korea_strait,0.13527677985024128,malacca_strait,n_tanker
lombok_strait,0.03524229759696677,malacca_strait,n_tanker
luzon_strait,0.016928951111668245,malacca_strait,n_tanker
magellan_strait,0.005032925269078972,malacca_strait,n_tanker
makassar_strait,0.03181823790336799,malacca_strait,n_tanker
mindoro_strait,0.01300692491619048,malacca_strait,n_tanker
mona_passage,0.003990492760764707,malacca_strait,n_tanker
ombai_strait,0.02308217240306014,malacca_strait,n_tanker
oresund_strait,0.05249950842533748,malacca_strait,n_tanker
sunda_strait,0.06953391892347753,malacca_strait,n_tanker
taiwan_strait,0.07552731097956267,malacca_strait,n_tanker
torres_strait,0.00903739717809479,malacca_strait,n_tanker
tsugaru_strait,0.008812919001027179,malacca_strait,n_tanker
windward_passage,0.0,malacca_strait,n_tanker
yucatan_channel,0.09382898306304506,malacca_strait,n_tanker
balabac_strait,0.05975109945132547,mindoro_strait,n_tanker
bering_strait,0.00014888478149889018,mindoro_strait,n_tanker
bohai_strait,0.1492947931706879,mindoro_strait,n_tanker
bosporus_strait,0.0,mindoro_strait,n_tanker
dover_strait,0.060317918980473874,mindoro_strait,n_tanker
kerch_strait,0.0,mindoro_strait,n_tanker
korea_strait,0.0,mindoro_strait,n_tanker
lombok_strait,0.0,mindoro_strait,n_tanker
luzon_strait,0.2115882194617103,mindoro_strait,n_tanker
magellan_strait,0.012305842533983601,mindoro_strait,n_tanker
makassar_strait,0.053901540429172945,mindoro_strait,n_tanker
malacca_strait,0.17294873117950305,mindoro_strait,n_tanker
mona_passage,0.0,mindoro_strait,n_tanker
ombai_strait,0.08180869382527534,mindoro_strait,n_tanker
oresund_strait,0.07581663782486599,mindoro_strait,n_tanker
sunda_strait,0.03684569646289353,mindoro_strait,n_tanker
taiwan_strait,0.03563070812236868,mindoro_strait,n_tanker
torres_strait,0.0,mindoro_strait,n_tanker
tsugaru_strait,0.0,mindoro_strait,n_tanker
windward_passage,0.0496412337762404,mindoro_strait,n_tanker
yucatan_channel,0.0,mindoro_strait,n_tanker
balabac_strait,0.0,mona_passage,n_tanker
bering_strait,0.002288177647013255,mona_passage,n_tanker
bohai_strait,0.0,mona_passage,n_tanker
bosporus_strait,0.011531016507967663,mona_passage,n_tanker
dover_strait,0.04585891245092327,mona_passage,n_tanker
kerch_strait,0.02043130654858608,mona_passage,n_tanker
korea_strait,0.191349320017731,mona_passage,n_tanker
lombok_strait,0.0314462758707919,mona_passage,n_tanker
luzon_strait,0.14385533828962352,mona_passage,n_tanker
magellan_strait,0.010085728016072803,mona_passage,n_tanker
makassar_strait,0.014234133202342146,mona_passage,n_tanker
malacca_strait,0.08804054801905208,mona_passage,n_tanker
mindoro_strait,0.0013370581742244494,mona_passage,n_tanker
ombai_strait,0.07407745044774335,mona_passage,n_tanker
oresund_strait,0.06365053294315227,mona_passage,n_tanker
sunda_strait,0.11633149450327995,mona_passage,n_tanker
taiwan_strait,0.019913658318889367,mona_passage,n_tanker
torres_strait,0.001189138991022758,mona_passage,n_tanker
tsugaru_strait,0.030712257623099194,mona_passage,n_tanker
windward_passage,0.025009564461105492,mona_passage,n_tanker
yucatan_channel,0.10865808796737926,mona_passage,n_tanker
balabac_strait,0.03241807848662875,ombai_strait,n_tanker
bering_strait,0.0,ombai_strait,n_tanker
bohai_strait,0.06055329767140352,ombai_strait,n_tanker
bosporus_strait,0.0,ombai_strait,n_tanker
dover_strait,0.3040373573299865,ombai_strait,n_tanker
kerch_strait,0.0,ombai_strait,n_tanker
korea_strait,0.013366513286228501,ombai_strait,n_tanker
lombok_strait,0.007302915400060187,ombai_strait,n_tanker
luzon_strait,0.06394511131061967,ombai_strait,n_tanker
magellan_strait,0.0,ombai_strait,n_tanker
makassar_strait,0.012179642110961779,ombai_strait,n_tanker
malacca_strait,0.31897708416450055,ombai_strait,n_tanker
mindoro_strait,0.06380405202971505,ombai_strait,n_tanker
mona_passage,0.0422190405261574,ombai_strait,n_tanker
oresund_strait,0.0,ombai_strait,n_tanker
sunda_strait,0.01619535327207754,ombai_strait,n_tanker
taiwan_strait,0.046263291917578706,ombai_strait,n_tanker
torres_strait,0.0016690386516101873,ombai_strait,n_tanker
tsugaru_strait,0.0,ombai_strait,n_tanker
windward_passage,0.006475823585750186,ombai_strait,n_tanker
yucatan_channel,0.010593400256721565,ombai_strait,n_tanker
balabac_strait,0.0,oresund_strait,n_tanker
bering_strait,0.0006172220606580326,oresund_strait,n_tanker
bohai_strait,0.0770052445306697,oresund_strait,n_tanker
bosporus_strait,0.07295067997844319,oresund_strait,n_tanker
dover_strait,0.1479914500259261,oresund_strait,n_tanker
kerch_strait,0.0,oresund_strait,n_tanker
korea_strait,0.13790852323181488,oresund_strait,n_tanker
lombok_strait,0.04587064035676405,oresund_strait,n_tanker
luzon_strait,0.0013853602900684191,oresund_strait,n_tanker
magellan_strait,0.0,oresund_strait,n_tanker
makassar_strait,0.012037005131537744,oresund_strait,n_tanker
malacca_strait,0.2864322023954395,oresund_strait,n_tanker
mindoro_strait,0.02434452898985452,oresund_strait,n_tanker
mona_passage,0.013397026638669696,oresund_strait,n_tanker
ombai_strait,0.0,oresund_strait,n_tanker
sunda_strait,0.03499726491567082,oresund_strait,n_tanker
taiwan_strait,0.07666706067076104,oresund_strait,n_tanker
torres_strait,0.008666248589289454,oresund_strait,n_tanker
tsugaru_strait,0.010126442747756903,oresund_strait,n_tanker
windward_passage,0.0017606981234851084,oresund_strait,n_tanker
yucatan_channel,0.04784240132319102,oresund_strait,n_tanker
balabac_strait,0.015125647362334696,sunda_strait,n_tanker
bering_strait,0.007167718517959488,sunda_strait,n_tanker
bohai_strait,0.06041237999122828,sunda_strait,n_tanker
bosporus_strait,0.07885080681019985,sunda_strait,n_tanker
dover_strait,0.25224150702247833,sunda_strait,n_tanker
kerch_strait,0.0,sunda_strait,n_tanker
korea_strait,0.0,sunda_strait,n_tanker
lombok_strait,0.0,sunda_strait,n_tanker
luzon_strait,0.0,sunda_strait,n_tanker
magellan_strait,0.008878046411367491,sunda_strait,n_tanker
makassar_strait,0.004840459947065962,sunda_strait,n_tanker
malacca_strait,0.3556189287246396,sunda_strait,n_tanker
mindoro_strait,0.01240870264709641,sunda_strait,n_tanker
mona_passage,0.022937214592823312,sunda_strait,n_tanker
ombai_strait,0.009055108577031633,sunda_strait,n_tanker
oresund_strait,0.03250552762342805,sunda_strait,n_tanker
taiwan_strait,0.0,sunda_strait,n_tanker
torres_strait,0.008257366089221419,sunda_strait,n_tanker
tsugaru_strait,0.0165156273841822,sunda_strait,n_tanker
windward_passage,0.0005748589216104246,sunda_strait,n_tanker
yucatan_channel,0.1146100993773328,sunda_strait,n_tanker
balabac_strait,0.026997140729895515,taiwan_strait,n_tanker
bering_strait,0.0014918751639857377,taiwan_strait,n_tanker
bohai_strait,0.021686968602137608,taiwan_strait,n_tanker
bosporus_strait,0.019575122866321286,taiwan_strait,n_tanker
dover_strait,0.1341779803876683,taiwan_strait,n_tanker
kerch_strait,0.0193509451444497,taiwan_strait,n_tanker
korea_strait,0.17004412362676566,taiwan_strait,n_tanker
lombok_strait,0.026808631274143457,taiwan_strait,n_tanker
luzon_strait,0.11465852970483871,taiwan_strait,n_tanker
magellan_strait,0.0036661825200553153,taiwan_strait,n_tanker
makassar_strait,0.02932135596508244,taiwan_strait,n_tanker
malacca_strait,0.21564682124602957,taiwan_strait,n_tanker
mindoro_strait,0.008970151208915473,taiwan_strait,n_tanker
mona_passage,0.0023124283645002313,taiwan_strait,n_tanker
ombai_strait,0.011124973610698084,taiwan_strait,n_tanker
oresund_strait,0.04199489269131788,taiwan_strait,n_tanker
sunda_strait,0.0,taiwan_strait,n_tanker
torres_strait,0.01165154743516744,taiwan_strait,n_tanker
tsugaru_strait,0.044164758097354845,taiwan_strait,n_tanker
windward_passage,0.021831726574584927,taiwan_strait,n_tanker
yucatan_channel,0.07452384478608787,taiwan_strait,n_tanker
balabac_strait,0.0,torres_strait,n_tanker
bering_strait,0.000674457893726592,torres_strait,n_tanker
bohai_strait,0.0,torres_strait,n_tanker
bosporus_strait,0.07074052470766931,torres_strait,n_tanker
dover_strait,0.26567297228838976,torres_strait,n_tanker
kerch_strait,0.02091195707483048,torres_strait,n_tanker
korea_strait,0.0,torres_strait,n_tanker
lombok_strait,0.0065035817520713935,torres_strait,n_tanker
luzon_strait,0.011204841813523872,torres_strait,n_tanker
magellan_strait,0.003076280086743192,torres_strait,n_tanker
makassar_strait,0.08432518811932109,torres_strait,n_tanker
malacca_strait,0.21027952843556555,torres_strait,n_tanker
mindoro_strait,0.0,torres_strait,n_tanker
mona_passage,0.0,torres_strait,n_tanker
ombai_strait,0.003175373931402619,torres_strait,n_tanker
oresund_strait,0.03864913918940273,torres_strait,n_tanker
sunda_strait,0.04835715764580859,torres_strait,n_tanker
taiwan_strait,0.09721045540104727,torres_strait,n_tanker
tsugaru_strait,0.0,torres_strait,n_tanker
windward_passage,0.0,torres_strait,n_tanker
yucatan_channel,0.13921854166049744,torres_strait,n_tanker
balabac_strait,0.0,tsugaru_strait,n_tanker
bering_strait,0.011021480645360389,tsugaru_strait,n_tanker
bohai_strait,0.1022870422949134,tsugaru_strait,n_tanker
bosporus_strait,0.0,tsugaru_strait,n_tanker
dover_strait,0.21354281907104083,tsugaru_strait,n_tanker
kerch_strait,0.0,tsugaru_strait,n_tanker
korea_strait,0.19534240603562703,tsugaru_strait,n_tanker
lombok_strait,0.048831672498317116,tsugaru_strait,n_tanker
luzon_strait,0.024415181628634083,tsugaru_strait,n_tanker
magellan_strait,0.0,tsugaru_strait,n_tanker
makassar_strait,0.0,tsugaru_strait,n_tanker
malacca_strait,0.07543196551779496,tsugaru_strait,n_tanker
mindoro_strait,0.0,tsugaru_strait,n_tanker
mona_passage,0.012530537578936872,tsugaru_strait,n_tanker
ombai_strait,0.0,tsugaru_strait,n_tanker
oresund_strait,0.018531650484714772,tsugaru_strait,n_tanker
sunda_strait,0.03660527821579257,tsugaru_strait,n_tanker
taiwan_strait,0.16473801801074966,tsugaru_strait,n_tanker
torres_strait,0.0,tsugaru_strait,n_tanker
windward_passage,0.0,tsugaru_strait,n_tanker
yucatan_channel,0.09672194801811823,tsugaru_strait,n_tanker
balabac_strait,0.05549474452434609,windward_passage,n_tanker
bering_strait,0.01952235181068619,windward_passage,n_tanker
bohai_strait,0.0,windward_passage,n_tanker
bosporus_strait,0.0,windward_passage,n_tanker
dover_strait,0.2088751620157869,windward_passage,n_tanker
kerch_strait,0.011131144038835767,windward_passage,n_tanker
korea_strait,0.18592232382687363,windward_passage,n_tanker
lombok_strait,0.008836330750768385,windward_passage,n_tanker
luzon_strait,0.09967937489165797,windward_passage,n_tanker
magellan_strait,0.013545045039567202,windward_passage,n_tanker
makassar_strait,0.0,windward_passage,n_tanker
malacca_strait,0.0,windward_passage,n_tanker
mindoro_strait,0.08744329808733166,windward_passage,n_tanker
mona_passage,0.033491296293184605,windward_passage,n_tanker
ombai_strait,0.018329497645361542,windward_passage,n_tanker
oresund_strait,0.0035424787621922533,windward_passage,n_tanker
sunda_strait,0.0024163644288923807,windward_passage,n_tanker
taiwan_strait,0.25177058788451534,windward_passage,n_tanker
torres_strait,0.0,windward_passage,n_tanker
tsugaru_strait,0.0,windward_passage,n_tanker
yucatan_channel,0.0,windward_passage,n_tanker
balabac_strait,0.0,yucatan_channel,n_tanker
bering_strait,0.005602352724731591,yucatan_channel,n_tanker
bohai_strait,0.018856772936514343,yucatan_channel,n_tanker
bosporus_strait,0.06473187221907617,yucatan_channel,n_tanker
dover_strait,0.1924461528667835,yucatan_channel,n_tanker
kerch_strait,0.0,yucatan_channel,n_tanker
korea_strait,0.09218063179983335,yucatan_channel,n_tanker
lombok_strait,0.054505142336711235,yucatan_channel,n_tanker
luzon_strait,0.037448784990468914,yucatan_channel,n_tanker
magellan_strait,0.00017388201815019756,yucatan_channel,n_tanker
makassar_strait,0.0,yucatan_channel,n_tanker
malacca_strait,0.2986717907080036,yucatan_channel,n_tanker
mindoro_strait,0.0,yucatan_channel,n_tanker
mona_passage,0.013385887061932184,yucatan_channel,n_tanker
ombai_strait,0.003306924920222205,yucatan_channel,n_tanker
oresund_strait,0.02671200517612345,yucatan_channel,n_tanker
sunda_strait,0.06991976091194446,yucatan_channel,n_tanker
taiwan_strait,0.07756193599218816,yucatan_channel,n_tanker
torres_strait,0.016028800667566102,yucatan_channel,n_tanker
tsugaru_strait,0.028467302669750484,yucatan_channel,n_tanker
windward_passage,0.0,yucatan_channel,n_tanker
balabac_strait,0.010881509797927456,strait_of_hormuz,capacity_tanker
bering_strait,0.0,strait_of_hormuz,capacity_tanker
bohai_strait,0.0,strait_of_hormuz,capacity_tanker
bosporus_strait,0.026677078482873855,strait_of_hormuz,capacity_tanker
dover_strait,0.15966638027289315,strait_of_hormuz,capacity_tanker
kerch_strait,0.0,strait_of_hormuz,capacity_tanker
korea_strait,0.02130302054913328,strait_of_hormuz,capacity_tanker
lombok_strait,0.04283859394438979,strait_of_hormuz,capacity_tanker
luzon_strait,0.17286864644157696,strait_of_hormuz,capacity_tanker
magellan_strait,0.019116769594344222,strait_of_hormuz,capacity_tanker
makassar_strait,0.03162538149649618,strait_of_hormuz,capacity_tanker
malacca_strait,0.24133811093602303,strait_of_hormuz,capacity_tanker
mindoro_strait,0.0,strait_of_hormuz,capacity_tanker
mona_passage,0.02414731971528007,strait_of_hormuz,capacity_tanker
ombai_strait,0.0187443200072457,strait_of_hormuz,capacity_tanker
